ng_range	score	w_comp	vaf_range 	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR	mean_youden
4.0_64.0	0.7	0.8	>=0.1_0.125	224	823	20582	172	84	88	0.566	0.962	0.954	0.528	0.214	0.566	0.311	0.786	0.524
4.0_64.0	1.7	1.0	>=0.375   	222	536	1174	42	40	2	0.841	0.687	0.707	0.528	0.293	0.841	0.435	0.707	0.526
8.0_64.0	1.1	0.1	>=0.1_0.125	207	3410	9904	57	47	10	0.784	0.744	0.745	0.528	0.057	0.784	0.106	0.943	0.628
4.0_64.0	1.7	0.9	>=1.0     	57	56	110	9	9	0	0.864	0.663	0.72	0.527	0.504	0.864	0.637	0.496	0.527
8.0_64.0	0.7	1.0	>=0.1_0.125	149	486	12828	115	47	68	0.564	0.963	0.956	0.527	0.235	0.564	0.332	0.765	0.522
8.0_64.0	1.2	0.4	>=0.1_0.125	208	3470	9844	56	47	9	0.788	0.739	0.74	0.527	0.057	0.788	0.106	0.943	0.63
4.0_64.0	1.6	0.7	>=0.375   	222	540	1170	42	40	2	0.841	0.684	0.705	0.525	0.291	0.841	0.432	0.709	0.527
8.0_64.0	1.6	0.7	>=0.25    	186	1138	2415	34	34	0	0.845	0.68	0.689	0.525	0.14	0.845	0.24	0.86	0.53
4.0_64.0	1.5	0.6	>=0.25    	268	1803	4466	62	59	3	0.812	0.712	0.717	0.524	0.129	0.812	0.223	0.871	0.531
4.0_64.0	1.6	0.6	>=0.5     	181	430	842	29	29	0	0.862	0.662	0.69	0.524	0.296	0.862	0.441	0.704	0.532
8.0_64.0	1.4	0.1	>=0.25    	186	1140	2413	34	34	0	0.845	0.679	0.689	0.524	0.14	0.845	0.24	0.86	0.505
8.0_64.0	1.7	1.0	>=0.7_0.75	76	84	163	12	12	0	0.864	0.66	0.713	0.524	0.475	0.864	0.613	0.525	0.518
4.0_64.0	0.5	0.5	>=0.7_0.75	76	24	426	56	18	38	0.576	0.947	0.863	0.523	0.76	0.576	0.655	0.24	0.518
4.0_64.0	1.3	0.0	>=1.0     	56	54	112	10	9	1	0.848	0.675	0.724	0.523	0.509	0.848	0.636	0.491	0.523
4.0_64.0	1.4	0.1	>=0.5     	181	431	841	29	29	0	0.862	0.661	0.69	0.523	0.296	0.862	0.441	0.704	0.525
8.0_64.0	0.5	0.5	>=0.375   	98	32	909	78	25	53	0.557	0.966	0.902	0.523	0.754	0.557	0.641	0.246	0.508
8.0_64.0	1.5	0.4	>=0.25    	186	1146	2407	34	34	0	0.845	0.677	0.687	0.522	0.14	0.845	0.24	0.86	0.516
8.0_64.0	1.7	0.9	>=0.375   	151	316	625	25	25	0	0.858	0.664	0.695	0.522	0.323	0.858	0.469	0.677	0.516
8.0_64.0	1.6	0.6	>=0.375   	151	317	624	25	25	0	0.858	0.663	0.694	0.521	0.323	0.858	0.469	0.677	0.511
8.0_64.0	1.7	1.0	>=0.25    	186	1151	2402	34	34	0	0.845	0.676	0.686	0.521	0.139	0.845	0.239	0.861	0.528
4.0_64.0	1.2	0.5	>=0.1_0.125	292	4645	16760	104	84	20	0.737	0.783	0.782	0.52	0.059	0.737	0.109	0.941	0.606
8.0_64.0	1.6	0.9	>=1.0     	38	32	61	6	6	0	0.864	0.656	0.723	0.52	0.543	0.864	0.667	0.457	0.52
4.0_64.0	0.4	0.2	>=1.0     	39	12	154	27	9	18	0.591	0.928	0.832	0.519	0.765	0.591	0.667	0.235	0.519
4.0_64.0	1.5	0.4	>=0.375   	223	557	1153	41	40	1	0.845	0.674	0.697	0.519	0.286	0.845	0.427	0.714	0.518
8.0_64.0	1.1	0.0	>=0.1_0.125	208	3580	9734	56	47	9	0.788	0.731	0.732	0.519	0.055	0.788	0.103	0.945	0.606
4.0_64.0	1.4	0.3	>=0.25    	266	1804	4465	64	59	5	0.806	0.712	0.717	0.518	0.129	0.806	0.222	0.871	0.52
4.0_64.0	1.7	0.9	>=0.5     	181	438	834	29	29	0	0.862	0.656	0.685	0.518	0.292	0.862	0.436	0.708	0.527
8.0_64.0	0.6	0.8	>=0.5     	79	32	662	61	18	43	0.564	0.954	0.888	0.518	0.712	0.564	0.629	0.288	0.507
8.0_64.0	1.4	0.1	>=0.5     	122	245	449	18	18	0	0.871	0.647	0.685	0.518	0.332	0.871	0.481	0.668	0.502
8.0_64.0	1.4	0.4	>=1.0     	37	30	63	7	6	1	0.841	0.677	0.73	0.518	0.552	0.841	0.667	0.448	0.518
4.0_64.0	0.5	0.3	>=0.1_0.125	216	606	20799	180	84	96	0.545	0.972	0.964	0.517	0.263	0.545	0.355	0.737	0.507
4.0_64.0	1.6	0.5	>=0.7_0.75	114	156	294	18	18	0	0.864	0.653	0.701	0.517	0.422	0.864	0.567	0.578	0.516
8.0_64.0	1.6	0.6	>=0.5     	122	246	448	18	18	0	0.871	0.646	0.683	0.517	0.332	0.871	0.481	0.668	0.509
8.0_64.0	1.7	0.9	>=0.5     	122	246	448	18	18	0	0.871	0.646	0.683	0.517	0.332	0.871	0.481	0.668	0.513
4.0_64.0	1.3	0.8	>=0.1_0.125	292	4722	16683	104	84	20	0.737	0.779	0.779	0.516	0.058	0.737	0.108	0.942	0.601
4.0_64.0	0.6	0.8	>=0.7_0.75	75	24	426	57	18	39	0.568	0.947	0.861	0.515	0.758	0.568	0.649	0.242	0.511
4.0_64.0	1.5	0.3	>=1.0     	57	58	108	9	9	0	0.864	0.651	0.711	0.515	0.496	0.864	0.63	0.504	0.515
8.0_64.0	0.5	0.5	>=0.7_0.75	51	16	231	37	12	25	0.58	0.935	0.842	0.515	0.761	0.58	0.658	0.239	0.51
8.0_64.0	1.2	0.3	>=0.1_0.125	209	3688	9626	55	47	8	0.792	0.723	0.724	0.515	0.054	0.792	0.101	0.946	0.623
8.0_64.0	1.5	0.3	>=0.375   	151	323	618	25	25	0	0.858	0.657	0.688	0.515	0.319	0.858	0.465	0.681	0.501
4.0_64.0	0.4	0.0	>=0.1_0.125	214	579	20826	182	84	98	0.54	0.973	0.965	0.513	0.27	0.54	0.36	0.73	0.501
4.0_64.0	0.6	0.8	>=0.5     	116	49	1223	94	29	65	0.552	0.961	0.904	0.513	0.703	0.552	0.618	0.297	0.506
4.0_64.0	1.5	0.3	>=0.5     	181	444	828	29	29	0	0.862	0.651	0.681	0.513	0.29	0.862	0.434	0.71	0.52
8.0_64.0	1.4	0.9	>=0.1_0.125	209	3713	9601	55	47	8	0.792	0.721	0.722	0.513	0.053	0.792	0.099	0.947	0.624
4.0_64.0	1.4	0.0	>=0.7_0.75	114	159	291	18	18	0	0.864	0.647	0.696	0.511	0.418	0.864	0.563	0.582	0.505
4.0_64.0	0.6	0.6	>=0.1_0.125	215	710	20695	181	84	97	0.543	0.967	0.959	0.51	0.232	0.543	0.325	0.768	0.503
8.0_64.0	0.6	0.8	>=0.375   	96	33	908	80	25	55	0.545	0.965	0.899	0.51	0.744	0.545	0.629	0.256	0.497
4.0_64.0	1.4	0.1	>=1.0     	57	59	107	9	9	0	0.864	0.645	0.707	0.509	0.491	0.864	0.626	0.509	0.509
4.0_64.0	1.6	0.5	>=1.0     	57	59	107	9	9	0	0.864	0.645	0.707	0.509	0.491	0.864	0.626	0.509	0.509
8.0_64.0	1.5	0.5	>=1.0     	38	33	60	6	6	0	0.864	0.645	0.715	0.509	0.535	0.864	0.661	0.465	0.509
8.0_64.0	1.6	0.7	>=1.0     	38	33	60	6	6	0	0.864	0.645	0.715	0.509	0.535	0.864	0.661	0.465	0.509
8.0_64.0	1.6	0.8	>=1.0     	38	33	60	6	6	0	0.864	0.645	0.715	0.509	0.535	0.864	0.661	0.465	0.509
4.0_64.0	0.5	0.5	>=0.375   	142	51	1659	122	40	82	0.538	0.97	0.912	0.508	0.736	0.538	0.622	0.264	0.493
4.0_64.0	1.7	0.8	>=0.7_0.75	114	160	290	18	18	0	0.864	0.644	0.694	0.508	0.416	0.864	0.562	0.584	0.503
8.0_64.0	1.3	0.1	>=1.0     	37	31	62	7	6	1	0.841	0.667	0.723	0.508	0.544	0.841	0.661	0.456	0.508
8.0_64.0	1.5	0.4	>=0.7_0.75	76	88	159	12	12	0	0.864	0.644	0.701	0.508	0.463	0.864	0.603	0.537	0.502
8.0_64.0	1.7	0.9	>=0.7_0.75	76	88	159	12	12	0	0.864	0.644	0.701	0.508	0.463	0.864	0.603	0.537	0.504
4.0_64.0	1.3	0.0	>=0.25    	262	1802	4467	68	59	9	0.794	0.713	0.717	0.507	0.127	0.794	0.219	0.873	0.497
4.0_64.0	1.6	0.8	>=0.25    	269	1931	4338	61	59	2	0.815	0.692	0.698	0.507	0.122	0.815	0.212	0.878	0.516
8.0_64.0	0.5	0.5	>=0.25    	115	57	3496	105	34	71	0.523	0.984	0.957	0.507	0.669	0.523	0.587	0.331	0.482
4.0_64.0	0.7	0.9	>=0.1_0.125	215	789	20616	181	84	97	0.543	0.963	0.956	0.506	0.214	0.543	0.307	0.786	0.502
4.0_64.0	1.4	0.1	>=0.375   	223	580	1130	41	40	1	0.845	0.661	0.685	0.506	0.278	0.845	0.418	0.722	0.503
8.0_64.0	0.6	0.8	>=0.25    	115	61	3492	105	34	71	0.523	0.983	0.956	0.506	0.653	0.523	0.581	0.347	0.482
8.0_64.0	1.3	0.6	>=0.1_0.125	208	3754	9560	56	47	9	0.788	0.718	0.719	0.506	0.052	0.788	0.098	0.948	0.619
8.0_64.0	1.5	0.3	>=0.5     	122	253	441	18	18	0	0.871	0.635	0.675	0.506	0.325	0.871	0.473	0.675	0.494
4.0_64.0	1.5	0.5	>=0.25    	268	1927	4342	62	59	3	0.812	0.693	0.699	0.505	0.122	0.812	0.212	0.878	0.51
8.0_64.0	0.5	0.6	>=1.0     	26	8	85	18	6	12	0.591	0.914	0.81	0.505	0.765	0.591	0.667	0.235	0.505
8.0_64.0	0.4	0.2	>=0.1_0.125	140	343	12971	124	47	77	0.53	0.974	0.966	0.504	0.29	0.53	0.375	0.71	0.492
4.0_64.0	1.4	0.2	>=0.25    	268	1938	4331	62	59	3	0.812	0.691	0.697	0.503	0.121	0.812	0.211	0.879	0.502
8.0_64.0	0.6	0.8	>=0.7_0.75	50	16	231	38	12	26	0.568	0.935	0.839	0.503	0.758	0.568	0.649	0.242	0.499
4.0_64.0	0.4	0.2	>=0.25    	171	103	6166	159	59	100	0.518	0.984	0.96	0.502	0.624	0.518	0.566	0.376	0.481
4.0_64.0	1.6	0.6	>=0.375   	223	586	1124	41	40	1	0.845	0.657	0.682	0.502	0.276	0.845	0.416	0.724	0.505
8.0_64.0	1.4	0.0	>=0.25    	186	1219	2334	34	34	0	0.845	0.657	0.668	0.502	0.132	0.845	0.228	0.868	0.477
8.0_64.0	1.6	0.6	>=0.25    	186	1220	2333	34	34	0	0.845	0.657	0.668	0.502	0.132	0.845	0.228	0.868	0.499
4.0_64.0	1.4	0.0	>=0.5     	181	459	813	29	29	0	0.862	0.639	0.671	0.501	0.283	0.862	0.426	0.717	0.501
8.0_64.0	1.5	0.3	>=0.25    	186	1221	2332	34	34	0	0.845	0.656	0.667	0.501	0.132	0.845	0.228	0.868	0.491
4.0_64.0	1.6	0.5	>=0.5     	181	460	812	29	29	0	0.862	0.638	0.67	0.5	0.282	0.862	0.425	0.718	0.507
8.0_64.0	1.2	0.2	>=0.1_0.125	209	3883	9431	55	47	8	0.792	0.708	0.71	0.5	0.051	0.792	0.096	0.949	0.6
8.0_64.0	1.6	0.6	>=0.7_0.75	76	90	157	12	12	0	0.864	0.636	0.696	0.5	0.458	0.864	0.599	0.542	0.495
4.0_64.0	1.7	0.9	>=0.375   	223	592	1118	41	40	1	0.845	0.654	0.679	0.499	0.274	0.845	0.414	0.726	0.502
8.0_64.0	1.4	0.0	>=0.375   	151	338	603	25	25	0	0.858	0.641	0.675	0.499	0.309	0.858	0.454	0.691	0.482
4.0_64.0	1.0	0.0	>=0.1_0.125	288	4905	16500	108	84	24	0.727	0.771	0.77	0.498	0.055	0.727	0.102	0.945	0.596
8.0_64.0	1.4	0.2	>=1.0     	38	34	59	6	6	0	0.864	0.634	0.708	0.498	0.528	0.864	0.655	0.472	0.498
8.0_64.0	1.7	0.8	>=0.375   	151	339	602	25	25	0	0.858	0.64	0.674	0.498	0.308	0.858	0.453	0.692	0.491
8.0_64.0	1.7	1.0	>=1.0     	38	34	59	6	6	0	0.864	0.634	0.708	0.498	0.528	0.864	0.655	0.472	0.498
4.0_64.0	0.6	0.8	>=0.375   	139	52	1658	125	40	85	0.527	0.97	0.91	0.497	0.728	0.527	0.611	0.272	0.484
4.0_64.0	1.1	0.2	>=0.1_0.125	290	5031	16374	106	84	22	0.732	0.765	0.764	0.497	0.055	0.732	0.102	0.945	0.596
8.0_64.0	1.3	0.5	>=0.1_0.125	210	3965	9349	54	47	7	0.795	0.702	0.704	0.497	0.05	0.795	0.094	0.95	0.615
8.0_64.0	1.6	0.5	>=0.375   	151	340	601	25	25	0	0.858	0.639	0.673	0.497	0.308	0.858	0.453	0.692	0.484
8.0_64.0	1.7	0.9	>=0.25    	186	1238	2315	34	34	0	0.845	0.652	0.663	0.497	0.131	0.845	0.227	0.869	0.501
4.0_64.0	0.5	0.4	>=0.1_0.125	207	586	20819	189	84	105	0.523	0.973	0.964	0.496	0.261	0.523	0.348	0.739	0.485
4.0_64.0	1.3	0.7	>=0.1_0.125	294	5272	16133	102	84	18	0.742	0.754	0.753	0.496	0.053	0.742	0.099	0.947	0.591
8.0_64.0	1.4	0.1	>=0.7_0.75	76	91	156	12	12	0	0.864	0.632	0.693	0.496	0.455	0.864	0.596	0.545	0.484
4.0_64.0	1.7	0.8	>=0.5     	181	467	805	29	29	0	0.862	0.633	0.665	0.495	0.279	0.862	0.422	0.721	0.497
8.0_64.0	1.4	0.0	>=0.5     	122	261	433	18	18	0	0.871	0.624	0.665	0.495	0.319	0.871	0.467	0.681	0.478
8.0_64.0	1.6	0.5	>=0.5     	122	261	433	18	18	0	0.871	0.624	0.665	0.495	0.319	0.871	0.467	0.681	0.483
8.0_64.0	1.7	0.8	>=0.5     	122	261	433	18	18	0	0.871	0.624	0.665	0.495	0.319	0.871	0.467	0.681	0.492
4.0_64.0	1.5	0.3	>=0.375   	223	600	1110	41	40	1	0.845	0.649	0.675	0.494	0.271	0.845	0.41	0.729	0.495
4.0_64.0	1.5	0.2	>=0.7_0.75	114	167	283	18	18	0	0.864	0.629	0.682	0.493	0.406	0.864	0.552	0.594	0.491
8.0_64.0	1.4	0.8	>=0.1_0.125	210	4038	9276	54	47	7	0.795	0.697	0.699	0.492	0.049	0.795	0.092	0.951	0.613
4.0_64.0	1.4	1.0	>=0.1_0.125	294	5380	16025	102	84	18	0.742	0.749	0.749	0.491	0.052	0.742	0.097	0.948	0.582
4.0_64.0	0.4	0.1	>=0.1_0.125	204	544	20861	192	84	108	0.515	0.975	0.966	0.49	0.273	0.515	0.357	0.727	0.477
4.0_64.0	0.5	0.6	>=1.0     	37	12	154	29	9	20	0.561	0.928	0.823	0.489	0.755	0.561	0.644	0.245	0.489
4.0_64.0	0.6	0.7	>=0.1_0.125	206	665	20740	190	84	106	0.52	0.969	0.961	0.489	0.237	0.52	0.326	0.763	0.481
4.0_64.0	0.6	0.9	>=1.0     	37	12	154	29	9	20	0.561	0.928	0.823	0.489	0.755	0.561	0.644	0.245	0.489
4.0_64.0	1.5	0.4	>=0.25    	270	2063	4206	60	59	1	0.818	0.671	0.678	0.489	0.116	0.818	0.203	0.884	0.491
4.0_64.0	0.7	1.0	>=0.1_0.125	207	749	20656	189	84	105	0.523	0.965	0.957	0.488	0.217	0.523	0.307	0.783	0.482
4.0_64.0	1.6	0.7	>=0.25    	269	2048	4221	61	59	2	0.815	0.673	0.68	0.488	0.116	0.815	0.203	0.884	0.498
8.0_64.0	1.7	0.9	>=1.0     	38	35	58	6	6	0	0.864	0.624	0.701	0.488	0.521	0.864	0.65	0.479	0.488
4.0_64.0	1.1	0.1	>=0.1_0.125	291	5301	16104	105	84	21	0.735	0.752	0.752	0.487	0.052	0.735	0.097	0.948	0.589
4.0_64.0	1.2	0.4	>=0.1_0.125	293	5424	15981	103	84	19	0.74	0.747	0.746	0.487	0.051	0.74	0.095	0.949	0.591
4.0_64.0	0.5	0.5	>=0.25    	166	109	6160	164	59	105	0.503	0.983	0.959	0.486	0.604	0.503	0.549	0.396	0.465
4.0_64.0	1.4	0.1	>=0.25    	269	2065	4204	61	59	2	0.815	0.671	0.678	0.486	0.115	0.815	0.202	0.885	0.477
4.0_64.0	1.5	0.2	>=0.5     	181	478	794	29	29	0	0.862	0.624	0.658	0.486	0.275	0.862	0.417	0.725	0.488
8.0_64.0	1.2	0.1	>=0.1_0.125	209	4071	9243	55	47	8	0.792	0.694	0.696	0.486	0.049	0.792	0.092	0.951	0.577
4.0_64.0	1.7	1.0	>=0.25    	269	2068	4201	61	59	2	0.815	0.67	0.677	0.485	0.115	0.815	0.202	0.885	0.496
4.0_64.0	1.4	0.0	>=1.0     	57	63	103	9	9	0	0.864	0.62	0.69	0.484	0.475	0.864	0.613	0.525	0.484
4.0_64.0	1.5	0.2	>=1.0     	57	63	103	9	9	0	0.864	0.62	0.69	0.484	0.475	0.864	0.613	0.525	0.484
4.0_64.0	1.7	0.8	>=1.0     	57	63	103	9	9	0	0.864	0.62	0.69	0.484	0.475	0.864	0.613	0.525	0.484
8.0_64.0	1.5	0.3	>=0.7_0.75	76	94	153	12	12	0	0.864	0.619	0.684	0.483	0.447	0.864	0.589	0.553	0.476
8.0_64.0	1.7	0.8	>=0.7_0.75	76	94	153	12	12	0	0.864	0.619	0.684	0.483	0.447	0.864	0.589	0.553	0.482
4.0_64.0	0.6	0.8	>=0.25    	165	115	6154	165	59	106	0.5	0.982	0.958	0.482	0.589	0.5	0.541	0.411	0.463
8.0_64.0	0.3	0.0	>=1.0     	25	8	85	19	6	13	0.568	0.914	0.803	0.482	0.758	0.568	0.649	0.242	0.482
8.0_64.0	0.4	0.3	>=1.0     	25	8	85	19	6	13	0.568	0.914	0.803	0.482	0.758	0.568	0.649	0.242	0.482
8.0_64.0	0.6	0.9	>=1.0     	25	8	85	19	6	13	0.568	0.914	0.803	0.482	0.758	0.568	0.649	0.242	0.482
8.0_64.0	1.3	0.4	>=0.1_0.125	210	4161	9153	54	47	7	0.795	0.687	0.69	0.482	0.048	0.795	0.091	0.952	0.594
4.0_64.0	1.4	0.0	>=0.375   	223	623	1087	41	40	1	0.845	0.636	0.664	0.481	0.264	0.845	0.402	0.736	0.477
8.0_64.0	1.5	0.2	>=0.375   	151	355	586	25	25	0	0.858	0.623	0.66	0.481	0.298	0.858	0.442	0.702	0.465
4.0_64.0	0.6	1.0	>=1.0     	34	6	160	32	9	23	0.515	0.964	0.836	0.479	0.85	0.515	0.641	0.15	0.479
4.0_64.0	1.1	0.0	>=0.1_0.125	293	5594	15811	103	84	19	0.74	0.739	0.739	0.479	0.05	0.74	0.094	0.95	0.57
8.0_64.0	1.2	0.0	>=0.1_0.125	211	4266	9048	53	47	6	0.799	0.68	0.682	0.479	0.047	0.799	0.089	0.953	0.568
8.0_64.0	1.5	0.2	>=0.5     	122	272	422	18	18	0	0.871	0.608	0.652	0.479	0.31	0.871	0.457	0.69	0.464
4.0_64.0	1.6	0.4	>=1.0     	57	64	102	9	9	0	0.864	0.614	0.685	0.478	0.471	0.864	0.61	0.529	0.478
4.0_64.0	1.6	0.4	>=0.7_0.75	114	174	276	18	18	0	0.864	0.613	0.67	0.477	0.396	0.864	0.543	0.604	0.478
4.0_64.0	1.6	0.5	>=0.375   	223	629	1081	41	40	1	0.845	0.632	0.661	0.477	0.262	0.845	0.4	0.738	0.478
8.0_64.0	0.6	0.8	>=0.1_0.125	134	414	12900	130	47	83	0.508	0.969	0.96	0.477	0.245	0.508	0.331	0.755	0.467
8.0_64.0	1.5	0.4	>=1.0     	38	36	57	6	6	0	0.864	0.613	0.693	0.477	0.514	0.864	0.645	0.486	0.477
8.0_64.0	1.6	0.6	>=1.0     	38	36	57	6	6	0	0.864	0.613	0.693	0.477	0.514	0.864	0.645	0.486	0.477
8.0_64.0	1.7	0.8	>=1.0     	38	36	57	6	6	0	0.864	0.613	0.693	0.477	0.514	0.864	0.645	0.486	0.477
8.0_64.0	0.5	0.5	>=0.1_0.125	133	368	12946	131	47	84	0.504	0.972	0.963	0.476	0.265	0.504	0.347	0.735	0.464
8.0_64.0	1.6	0.5	>=0.25    	186	1312	2241	34	34	0	0.845	0.631	0.643	0.476	0.124	0.845	0.216	0.876	0.472
4.0_64.0	1.7	0.8	>=0.375   	223	632	1078	41	40	1	0.845	0.63	0.659	0.475	0.261	0.845	0.399	0.739	0.473
8.0_64.0	1.4	0.7	>=0.1_0.125	210	4268	9046	54	47	7	0.795	0.679	0.682	0.474	0.047	0.795	0.089	0.953	0.591
4.0_64.0	0.4	0.3	>=1.0     	36	12	154	30	9	21	0.545	0.928	0.819	0.473	0.75	0.545	0.631	0.25	0.473
8.0_64.0	1.3	0.3	>=0.1_0.125	211	4339	8975	53	47	6	0.799	0.674	0.677	0.473	0.046	0.799	0.087	0.954	0.569
8.0_64.0	1.5	0.2	>=0.25    	186	1321	2232	34	34	0	0.845	0.628	0.641	0.473	0.123	0.845	0.215	0.877	0.457
8.0_64.0	1.7	0.8	>=0.25    	186	1320	2233	34	34	0	0.845	0.628	0.641	0.473	0.124	0.845	0.216	0.876	0.477
4.0_64.0	1.2	0.3	>=0.1_0.125	294	5809	15596	102	84	18	0.742	0.729	0.729	0.471	0.048	0.742	0.09	0.952	0.578
4.0_64.0	1.4	0.9	>=0.1_0.125	296	5912	15493	100	84	16	0.747	0.724	0.724	0.471	0.048	0.747	0.09	0.952	0.571
4.0_64.0	1.6	0.6	>=0.25    	270	2173	4096	60	59	1	0.818	0.653	0.662	0.471	0.111	0.818	0.195	0.889	0.477
8.0_64.0	1.6	0.5	>=0.7_0.75	76	97	150	12	12	0	0.864	0.607	0.675	0.471	0.439	0.864	0.582	0.561	0.466
4.0_64.0	0.4	0.3	>=0.7_0.75	69	24	426	63	18	45	0.523	0.947	0.851	0.47	0.742	0.523	0.614	0.258	0.466
4.0_64.0	1.5	0.3	>=0.25    	270	2188	4081	60	59	1	0.818	0.651	0.659	0.469	0.11	0.818	0.194	0.89	0.469
4.0_64.0	1.7	0.9	>=0.25    	270	2196	4073	60	59	1	0.818	0.65	0.658	0.468	0.109	0.818	0.192	0.891	0.473
4.0_64.0	0.4	0.3	>=0.5     	106	49	1223	104	29	75	0.505	0.961	0.897	0.466	0.684	0.505	0.581	0.316	0.458
8.0_64.0	0.6	0.9	>=0.25    	106	57	3496	114	34	80	0.482	0.984	0.955	0.466	0.65	0.482	0.554	0.35	0.443
8.0_64.0	1.3	0.0	>=1.0     	37	35	58	7	6	1	0.841	0.624	0.693	0.465	0.514	0.841	0.638	0.486	0.465
8.0_64.0	1.5	1.0	>=0.1_0.125	210	4387	8927	54	47	7	0.795	0.67	0.673	0.465	0.046	0.795	0.087	0.954	0.59
4.0_64.0	0.3	0.0	>=1.0     	35	11	155	31	9	22	0.53	0.934	0.819	0.464	0.761	0.53	0.625	0.239	0.464
4.0_64.0	1.4	0.0	>=0.25    	269	2200	4069	61	59	2	0.815	0.649	0.657	0.464	0.109	0.815	0.192	0.891	0.452
8.0_64.0	1.6	0.4	>=0.375   	151	371	570	25	25	0	0.858	0.606	0.645	0.464	0.289	0.858	0.432	0.711	0.454
4.0_64.0	1.3	0.6	>=0.1_0.125	294	5976	15429	102	84	18	0.742	0.721	0.721	0.463	0.047	0.742	0.088	0.953	0.569
4.0_64.0	1.5	0.2	>=0.375   	223	653	1057	41	40	1	0.845	0.618	0.648	0.463	0.255	0.845	0.392	0.745	0.46
4.0_64.0	1.6	0.4	>=0.5     	181	507	765	29	29	0	0.862	0.601	0.638	0.463	0.263	0.862	0.403	0.737	0.47
4.0_64.0	1.7	0.7	>=0.5     	181	508	764	29	29	0	0.862	0.601	0.638	0.463	0.263	0.862	0.403	0.737	0.458
8.0_64.0	1.4	0.0	>=0.7_0.75	76	99	148	12	12	0	0.864	0.599	0.669	0.463	0.434	0.864	0.578	0.566	0.455
8.0_64.0	1.4	0.6	>=0.1_0.125	211	4475	8839	53	47	6	0.799	0.664	0.667	0.463	0.045	0.799	0.085	0.955	0.579
4.0_64.0	0.3	0.0	>=0.5     	104	42	1230	106	29	77	0.495	0.967	0.9	0.462	0.712	0.495	0.584	0.288	0.452
4.0_64.0	0.4	0.2	>=0.1_0.125	193	525	20880	203	84	119	0.487	0.975	0.967	0.462	0.269	0.487	0.347	0.731	0.452
4.0_64.0	0.6	0.9	>=0.5     	105	48	1224	105	29	76	0.5	0.962	0.897	0.462	0.686	0.5	0.578	0.314	0.453
8.0_64.0	0.6	0.9	>=0.5     	71	31	663	69	18	51	0.507	0.955	0.88	0.462	0.696	0.507	0.587	0.304	0.45
8.0_64.0	1.6	0.4	>=0.5     	122	284	410	18	18	0	0.871	0.591	0.638	0.462	0.3	0.871	0.446	0.7	0.455
8.0_64.0	1.7	0.7	>=0.375   	151	373	568	25	25	0	0.858	0.604	0.644	0.462	0.288	0.858	0.431	0.712	0.45
8.0_64.0	0.4	0.3	>=0.5     	71	32	662	69	18	51	0.507	0.954	0.879	0.461	0.689	0.507	0.584	0.311	0.45
4.0_64.0	1.5	0.1	>=1.0     	57	67	99	9	9	0	0.864	0.596	0.672	0.46	0.46	0.864	0.6	0.54	0.46
4.0_64.0	1.7	0.7	>=0.7_0.75	114	182	268	18	18	0	0.864	0.596	0.656	0.46	0.385	0.864	0.533	0.615	0.456
8.0_64.0	0.3	0.0	>=0.5     	70	28	666	70	18	52	0.5	0.96	0.882	0.46	0.714	0.5	0.588	0.286	0.445
8.0_64.0	0.4	0.3	>=0.375   	87	32	909	89	25	64	0.494	0.966	0.892	0.46	0.731	0.494	0.59	0.269	0.448
8.0_64.0	0.6	0.9	>=0.375   	87	32	909	89	25	64	0.494	0.966	0.892	0.46	0.731	0.494	0.59	0.269	0.448
8.0_64.0	0.6	1.0	>=1.0     	22	4	89	22	6	16	0.5	0.957	0.81	0.457	0.846	0.5	0.629	0.154	0.457
8.0_64.0	1.5	0.1	>=0.375   	151	377	564	25	25	0	0.858	0.599	0.64	0.457	0.286	0.858	0.429	0.714	0.446
8.0_64.0	1.7	0.7	>=0.5     	122	287	407	18	18	0	0.871	0.586	0.634	0.457	0.298	0.871	0.444	0.702	0.447
4.0_64.0	0.5	0.6	>=0.5     	104	49	1223	106	29	77	0.495	0.961	0.895	0.456	0.68	0.495	0.573	0.32	0.449
8.0_64.0	1.3	0.2	>=0.1_0.125	211	4569	8745	53	47	6	0.799	0.657	0.66	0.456	0.044	0.799	0.083	0.956	0.544
8.0_64.0	1.8	1.0	>=0.375   	151	378	563	25	25	0	0.858	0.598	0.639	0.456	0.285	0.858	0.428	0.715	0.442
8.0_64.0	1.8	1.0	>=0.5     	122	288	406	18	18	0	0.871	0.585	0.633	0.456	0.298	0.871	0.444	0.702	0.442
4.0_64.0	0.5	0.6	>=0.7_0.75	67	24	426	65	18	47	0.508	0.947	0.847	0.455	0.736	0.508	0.601	0.264	0.451
4.0_64.0	0.6	0.9	>=0.7_0.75	67	24	426	65	18	47	0.508	0.947	0.847	0.455	0.736	0.508	0.601	0.264	0.451
4.0_64.0	1.2	0.2	>=0.1_0.125	294	6144	15261	102	84	18	0.742	0.713	0.713	0.455	0.046	0.742	0.087	0.954	0.548
4.0_64.0	1.5	0.1	>=0.7_0.75	114	184	266	18	18	0	0.864	0.591	0.653	0.455	0.383	0.864	0.531	0.617	0.456
8.0_64.0	0.5	0.6	>=0.375   	86	32	909	90	25	65	0.489	0.966	0.891	0.455	0.729	0.489	0.585	0.271	0.444
